dataset,synth,regime,alpha,seed,generation,n,wallclock_sec,peak_mem_mb,gen0_shared,mean_shift,var_ratio,w1,tv_cat,corr_frob,cat_support,coverage,c2st_auc,tstr_auc,trtr_auc,n_nan_metrics,ctgan_lost_support,status,error,run_ts
adult,ctgan,fixed,0.0,0,0,2000,744.6599,48.78,True,0.017444978121430383,0.802800265180732,0.14833364373984456,0.0380316818684356,0.4841840632668949,0.845360824742268,0.8025,0.9998575737681449,0.7914759689767974,0.8976610190471932,0,10,ok,,2026-07-20T16:48:46.112027+00:00
adult,ctgan,fixed,0.0,0,1,2000,41.8845,49.72,False,0.0633444320203392,0.8892583008863327,0.1682713932597113,0.043230686843559976,0.5386726704736913,0.6907216494845361,0.76775,0.9993989784240837,0.7136052560114439,0.8976610190471932,0,10,ok,,2026-07-20T18:40:36.416536+00:00,False,20000
adult,ctgan,fixed,0.0,0,2,2000,36.8405,50.26,False,0.10055441569414571,1.068508529529459,0.17766924876900314,0.06283295328911,0.5938527630292667,0.5876288659793815,0.76675,0.9998927075445039,0.7056478139793236,0.8976610190471932,0,7,ok,,2026-07-20T18:40:36.416536+00:00,False,20000
adult,ctgan,fixed,0.0,0,3,2000,41.0354,49.84,False,0.12834055287156176,1.143273036652933,0.1930017808000026,0.061025117468214485,0.4876325998092253,0.5257731958762887,0.7575,0.9998694965270897,0.7122671322393712,0.8976610190471932,0,4,ok,,2026-07-20T18:40:36.416536+00:00,False,20000
adult,ctgan,fixed,0.0,0,4,2000,44.9968,49.81,False,0.14620922631620467,1.199080404798574,0.20685280214950086,0.07888381011608624,0.46580793706493406,0.4845360824742268,0.73525,0.9999475040856151,0.6857307534601608,0.8976610190471932,0,4,ok,,2026-07-20T18:40:36.416536+00:00,False,20000
adult,ctgan,fixed,0.0,0,5,2000,40.9995,49.8,False,0.16048007622394894,1.2419081817012447,0.22374055232441803,0.08324847982310668,0.48493829477309247,0.4742268041237113,0.71925,0.999825541056612,0.7100146561252362,0.8976610190471932,0,3,ok,,2026-07-20T18:40:36.416536+00:00,False,20000
adult,ctgan,fixed,0.0,0,6,2000,48.3509,49.79,False,0.1137871921589058,1.3808820618602293,0.22303013375880587,0.09595232172470979,0.43656539748436335,0.4742268041237113,0.698,0.9999557289667856,0.7128269157110856,0.8976610190471932,0,1,ok,,2026-07-20T18:40:36.416536+00:00,False,20000
adult,ctgan,fixed,0.0,0,7,2000,40.1841,49.79,False,0.1651771221709553,1.7341741198604812,0.28595830414788226,0.09028258015478165,0.4158762668693894,0.4536082474226804,0.731,0.9999497315872862,0.6296487499677098,0.8976610190471932,0,2,ok,,2026-07-20T18:40:36.416536+00:00,False,20000
adult,ctgan,fixed,0.0,0,8,2000,44.1616,49.78,False,0.14236379507829547,1.6485123842332516,0.29004623710992544,0.0969554311774461,0.3972380126773015,0.44329896907216493,0.7285,0.999657843368297,0.6996555804013107,0.8976610190471932,0,1,ok,,2026-07-20T18:40:36.416536+00:00,False,20000
adult,ctgan,fixed,0.05,0,0,2000,40.0115,48.78,True,0.017444978121430383,0.802800265180732,0.14833364373984456,0.0380316818684356,0.4841840632668949,0.845360824742268,0.8025,0.9998575737681449,0.7914759689767974,0.8976610190471932,0,10,ok,,2026-07-20T18:40:36.416536+00:00,False,20000
adult,ctgan,fixed,0.05,0,1,2000,48.4034,49.35,False,0.07319459194308674,0.9603841539775105,0.16779028353915063,0.04182217385295743,0.5657863218816599,0.7216494845360825,0.79525,0.9998949654211978,0.7529477798992756,0.8976610190471932,0,10,ok,,2026-07-20T18:40:36.416536+00:00,False,20000
adult,ctgan,fixed,0.05,0,2,2000,43.3284,50.28,False,0.060724064757484965,1.0392519196069756,0.16399229307702062,0.05587607103372028,0.6337151700811987,0.6494845360824743,0.77625,0.9990291433966149,0.8066915826477876,0.8976610190471932,0,9,ok,,2026-07-20T18:40:36.416536+00:00,False,20000
adult,ctgan,fixed,0.05,0,3,2000,46.5387,49.87,False,0.12498254733982013,1.0511704246250395,0.19565962918181679,0.06354377418463239,0.5314467987975142,0.5567010309278351,0.78375,0.9998604998953402,0.7013484697350425,0.8976610190471932,0,11,ok,,2026-07-20T18:40:36.416536+00:00,False,20000
adult,ctgan,fixed,0.05,0,4,2000,38.8665,49.85,False,0.1336489657370353,1.1507981130348688,0.20942488955101446,0.079670225262576,0.5789650314205474,0.5567010309278351,0.7855,0.9999324943243538,0.7541658564077374,0.8976610190471932,0,6,ok,,2026-07-20T18:40:36.416536+00:00,False,20000
