dataset,synth,regime,n,axis,eps_frac_of_worst,eps_abs,worst_degradation,alpha_star,T,n_seeds
credit-g,gaussian_copula,fixed,2000,w1,0.1,0.0029605007024687603,0.029605007024687602,0.4103550632481531,12,3
credit-g,gaussian_copula,fixed,2000,w1,0.25,0.0074012517561719005,0.029605007024687602,0.08750000000000001,12,3
credit-g,gaussian_copula,fixed,2000,tv_cat,0.05,0.0012846153846153834,0.025692307692307667,0.8901315789473688,12,3
credit-g,gaussian_copula,fixed,2000,tv_cat,0.1,0.002569230769230767,0.025692307692307667,0.7802631578947377,12,3
credit-g,gaussian_copula,fixed,2000,tv_cat,0.25,0.006423076923076917,0.025692307692307667,0.09791666666666678,12,3
credit-g,gaussian_copula,fixed,2000,corr_frob,0.05,0.007481019092534087,0.14962038185068174,0.9068877882732543,12,3
credit-g,gaussian_copula,fixed,2000,corr_frob,0.1,0.014962038185068175,0.14962038185068174,0.8137755765465087,12,3
credit-g,gaussian_copula,fixed,2000,corr_frob,0.25,0.037405095462670436,0.14962038185068174,0.34323716064464876,12,3
credit-g,gaussian_copula,fixed,2000,cat_support,0.05,0.0009259259259259246,0.01851851851851849,0.09249999999999992,12,3
credit-g,gaussian_copula,fixed,2000,cat_support,0.1,0.001851851851851849,0.01851851851851849,0.08499999999999983,12,3
credit-g,gaussian_copula,fixed,2000,cat_support,0.25,0.0046296296296296224,0.01851851851851849,0.062499999999999556,12,3
credit-g,gaussian_copula,fixed,2000,tstr_auc,0.05,0.005134920634920637,0.10269841269841273,0.5532679738562105,12,3
credit-g,gaussian_copula,fixed,2000,tstr_auc,0.1,0.010269841269841274,0.10269841269841273,0.48435344827586213,12,3
credit-g,gaussian_copula,fixed,2000,tstr_auc,0.25,0.025674603174603183,0.10269841269841273,0.421605603448276,12,3
credit-g,gaussian_copula,fixed,2000,c2st_auc,0.05,0.007625542572078548,0.15251085144157095,0.4981360721129397,12,3
credit-g,gaussian_copula,fixed,2000,c2st_auc,0.1,0.015251085144157095,0.15251085144157095,0.45837765437409517,12,3
credit-g,gaussian_copula,fixed,2000,c2st_auc,0.25,0.03812771286039274,0.15251085144157095,0.34155440218214883,12,3
credit-g,gaussian_copula,fresh,500,var_ratio,0.05,0.004489027928682255,0.08978055857364509,0.0975,12,3
credit-g,gaussian_copula,fresh,500,var_ratio,0.1,0.00897805585736451,0.08978055857364509,0.095,12,3
credit-g,gaussian_copula,fresh,500,var_ratio,0.25,0.02244513964341127,0.08978055857364509,0.08750000000000001,12,3
credit-g,gaussian_copula,fresh,500,w1,0.05,0.004223415290895907,0.08446830581791813,0.3222831031753191,12,3
credit-g,gaussian_copula,fresh,500,w1,0.1,0.008446830581791813,0.08446830581791813,0.29456620635063824,12,3
credit-g,gaussian_copula,fresh,500,w1,0.25,0.021117076454479532,0.08446830581791813,0.2114155158765956,12,3
credit-g,gaussian_copula,fresh,500,tv_cat,0.05,0.002094871794871794,0.04189743589743588,0.3339329268292681,12,3
credit-g,gaussian_copula,fresh,500,tv_cat,0.1,0.004189743589743588,0.04189743589743588,0.30902439024390227,12,3
credit-g,gaussian_copula,fresh,500,tv_cat,0.25,0.01047435897435897,0.04189743589743588,0.23429878048780461,12,3
credit-g,gaussian_copula,fresh,500,corr_frob,0.05,0.007577321708816708,0.15154643417633415,0.8287743324949264,12,3
credit-g,gaussian_copula,fresh,500,corr_frob,0.1,0.015154643417633416,0.15154643417633415,0.4193650125874793,12,3
credit-g,gaussian_copula,fresh,500,corr_frob,0.25,0.03788660854408354,0.15154643417633415,0.2928109202188014,12,3
credit-g,gaussian_copula,fresh,500,cat_support,0.05,0.002160493827160498,0.04320987654320996,0.9124999999999986,12,3
credit-g,gaussian_copula,fresh,500,cat_support,0.1,0.004320987654320996,0.04320987654320996,0.8249999999999973,12,3
credit-g,gaussian_copula,fresh,500,cat_support,0.25,0.01080246913580249,0.04320987654320996,0.11250000000000024,12,3
credit-g,gaussian_copula,fresh,500,tstr_auc,0.05,0.008499999999999999,0.16999999999999998,0.708208955223883,12,3
credit-g,gaussian_copula,fresh,500,tstr_auc,0.1,0.016999999999999998,0.16999999999999998,0.46898172323759774,12,3
credit-g,gaussian_copula,fresh,500,tstr_auc,0.25,0.042499999999999996,0.16999999999999998,0.07155172413793112,12,3
credit-g,gaussian_copula,fresh,500,c2st_auc,0.05,0.012421272200733103,0.24842544401466204,0.6659897792378866,12,3
credit-g,gaussian_copula,fresh,500,c2st_auc,0.1,0.024842544401466205,0.24842544401466204,0.5783808662254597,12,3
credit-g,gaussian_copula,fresh,500,c2st_auc,0.25,0.06210636100366551,0.24842544401466204,0.18726896970856904,12,3
credit-g,gaussian_copula,fresh,2000,var_ratio,0.05,0.003470922664459553,0.06941845328919105,0.9780714859105786,12,3
credit-g,gaussian_copula,fresh,2000,var_ratio,0.1,0.006941845328919106,0.06941845328919105,0.956142971821157,12,3
credit-g,gaussian_copula,fresh,2000,var_ratio,0.25,0.017354613322297763,0.06941845328919105,0.8903574295528927,12,3
credit-g,gaussian_copula,fresh,2000,w1,0.05,0.0023954586544883273,0.04790917308976654,0.9470789065131602,12,3
credit-g,gaussian_copula,fresh,2000,w1,0.1,0.004790917308976655,0.04790917308976654,0.8941578130263204,12,3
credit-g,gaussian_copula,fresh,2000,w1,0.25,0.011977293272441635,0.04790917308976654,0.4892681203915701,12,3
credit-g,gaussian_copula,fresh,2000,tv_cat,0.05,0.0009250000000000022,0.018500000000000044,0.30394680851063854,12,3
credit-g,gaussian_copula,fresh,2000,tv_cat,0.1,0.0018500000000000044,0.018500000000000044,0.25789361702127706,12,3
credit-g,gaussian_copula,fresh,2000,tv_cat,0.25,0.004625000000000011,0.018500000000000044,0.11834415584415629,12,3
credit-g,gaussian_copula,fresh,2000,corr_frob,0.05,0.005882184287239998,0.11764368574479994,0.5356154930314492,12,3
credit-g,gaussian_copula,fresh,2000,corr_frob,0.1,0.011764368574479996,0.11764368574479994,0.38994299940661237,12,3
credit-g,gaussian_copula,fresh,2000,corr_frob,0.25,0.029410921436199985,0.11764368574479994,0.2686703844648348,12,3
credit-g,gaussian_copula,fresh,2000,cat_support,0.05,0.0,0.0,0.0,12,3
credit-g,gaussian_copula,fresh,2000,cat_support,0.1,0.0,0.0,0.0,12,3
credit-g,gaussian_copula,fresh,2000,cat_support,0.25,0.0,0.0,0.0,12,3
credit-g,gaussian_copula,fresh,2000,tstr_auc,0.05,0.00653968253968254,0.1307936507936508,0.7187878787878788,12,3
credit-g,gaussian_copula,fresh,2000,tstr_auc,0.1,0.01307936507936508,0.1307936507936508,0.6875757575757576,12,3
credit-g,gaussian_copula,fresh,2000,tstr_auc,0.25,0.0326984126984127,0.1307936507936508,0.593939393939394,12,3
credit-g,gaussian_copula,fresh,2000,c2st_auc,0.05,0.008964608961824383,0.17929217923648766,0.6399538353489337,12,3
credit-g,gaussian_copula,fresh,2000,c2st_auc,0.1,0.017929217923648766,0.17929217923648766,0.5034650610389758,12,3
credit-g,gaussian_copula,fresh,2000,c2st_auc,0.25,0.044823044809121915,0.17929217923648766,0.22733537743210966,12,3
