dataset,synth,regime,alpha,seed,generation,n,wallclock_sec,peak_mem_mb,gen0_shared,mean_shift,var_ratio,w1,tv_cat,corr_frob,cat_support,coverage,c2st_auc,tstr_auc,trtr_auc,n_nan_metrics,ctgan_lost_support,status,error,run_ts,sampled_with_replacement,effective_pool_size,_src,sampled_with_replacement.1
adult,gaussian_copula,fixed,0.2,10,4,2000,9.0194,39.65,False,0.0444074837451312,0.8274368038387049,0.0592930108060134,0.0369598189607517,0.1601575119439151,0.8350515463917526,0.884,0.9721679668065172,0.5683969120513159,0.8987919940866724,0,,ok,,2026-07-20T22:35:19.433604+00:00,False,20000.0,,
adult,gaussian_copula,fixed,0.2,10,5,2000,9.0729,39.65,False,0.0352960104206384,0.8674125069533343,0.0528882267523421,0.0343498134328358,0.1368756469410494,0.8247422680412371,0.89725,0.9730617535395806,0.502169505162688,0.8987919940866724,0,,ok,,2026-07-20T22:35:19.433604+00:00,False,20000.0,,
adult,gaussian_copula,fixed,0.2,10,6,2000,9.0171,39.65,False,0.0431056050982903,0.9346065637591942,0.0623734333011146,0.0384149391929242,0.161256419235351,0.8144329896907216,0.89375,0.9723343077438144,0.5631379108996228,0.8987919940866724,0,,ok,,2026-07-20T22:35:19.433604+00:00,False,20000.0,,
adult,gaussian_copula,fixed,0.2,10,7,2000,9.1823,39.65,False,0.0206598051010166,0.9331325021863572,0.0469277169140179,0.0334589897733554,0.1561392700060259,0.8247422680412371,0.889,0.976743974677167,0.5677786129145155,0.8987919940866724,0,,ok,,2026-07-20T22:35:19.433604+00:00,False,20000.0,,
adult,gaussian_copula,fixed,0.2,10,8,2000,9.0393,39.65,False,0.0530821074057357,0.9530598228751002,0.0691719688276326,0.0337649253731343,0.1460372810913285,0.8041237113402062,0.8805,0.9725414406492158,0.5801240414085038,0.8987919940866724,0,,ok,,2026-07-20T22:35:19.433604+00:00,False,20000.0,,
adult,gaussian_copula,fixed,0.2,10,9,2000,9.3672,39.65,False,0.0534126643300775,0.8929749131415093,0.0695898912250251,0.0371395453289109,0.1533890398888114,0.7938144329896907,0.894,0.9734666278433376,0.6414806830118895,0.8987919940866724,0,,ok,,2026-07-20T22:35:19.433604+00:00,False,20000.0,,
adult,gaussian_copula,fixed,0.2,10,10,2000,8.8599,39.65,False,0.0538105244642306,0.8736726630448347,0.0782378304277942,0.0393107725262576,0.1721913324305186,0.7938144329896907,0.89825,0.969811110850786,0.5349622411689863,0.8987919940866724,0,,ok,,2026-07-20T22:35:19.433604+00:00,False,20000.0,,
adult,gaussian_copula,fixed,0.2,10,11,2000,8.9144,39.65,False,0.0452731366650605,0.9581075981681167,0.0730702051656194,0.0350992606412382,0.1539483643091468,0.7835051546391752,0.894,0.9795115251285216,0.5584917998736717,0.8987919940866724,0,,ok,,2026-07-20T22:35:19.433604+00:00,False,20000.0,,
adult,gaussian_copula,fixed,0.2,10,12,2000,9.0133,39.65,False,0.0592280635100887,0.9292211710402016,0.0723750559207319,0.0367148286346047,0.1425379969149118,0.7422680412371134,0.88375,0.9743945116644824,0.5596063839705498,0.8987919940866724,0,,ok,,2026-07-20T22:35:19.433604+00:00,False,20000.0,,
adult,gaussian_copula,fixed,0.35,10,0,2000,10.4711,39.26,True,0.0158495252855037,0.9637952890324804,0.0268646726081282,0.0285482310668877,0.1160754928460546,0.9072164948453608,0.91125,0.9715974018159508,0.6729243788783429,0.8987919940866724,0,,ok,,2026-07-20T22:35:19.433604+00:00,False,20000.0,,
adult,gaussian_copula,fixed,0.35,10,1,2000,9.1977,39.45,False,0.0235590139415511,1.0090361298208717,0.039833287597701,0.0282840312327252,0.135342815531343,0.9072164948453608,0.903,0.969084680930782,0.5985238579348487,0.8987919940866724,0,,ok,,2026-07-20T22:35:19.433604+00:00,False,20000.0,,
adult,gaussian_copula,fixed,0.35,10,2,2000,8.9197,40.02,False,0.0278618824311811,1.0068321080199327,0.0460814143019308,0.0280595978441127,0.1292927521257245,0.8865979381443299,0.896,0.964224093409126,0.574674675849441,0.8987919940866724,0,,ok,,2026-07-20T22:35:19.433604+00:00,False,20000.0,,
adult,gaussian_copula,fixed,0.35,10,3,2000,8.7177,39.65,False,0.0338456593714192,1.082284690090601,0.0461227350201093,0.0354258222775013,0.1083943072846461,0.7835051546391752,0.89725,0.9667024443935088,0.5970784062706239,0.8987919940866724,0,,ok,,2026-07-20T22:35:19.433604+00:00,False,20000.0,,
adult,gaussian_copula,fixed,0.35,10,4,2000,9.1125,39.65,False,0.0370033258241674,1.0069490648052215,0.051740943740119,0.0299156301824212,0.1437010390221604,0.8350515463917526,0.88575,0.974440669324112,0.5728558712946472,0.8987919940866724,0,,ok,,2026-07-20T22:35:19.433604+00:00,False,20000.0,,
adult,gaussian_copula,fixed,0.35,10,5,2000,9.3412,39.65,False,0.0286185598494581,1.2019747359789783,0.0528301896956165,0.0344241293532338,0.1181403508391401,0.8144329896907216,0.90825,0.9685820215536616,0.6268310158070316,0.8987919940866724,0,,ok,,2026-07-20T22:35:19.433604+00:00,False,20000.0,,
