dataset,synth,regime,alpha,seed,generation,n,wallclock_sec,peak_mem_mb,gen0_shared,mean_shift,var_ratio,w1,tv_cat,corr_frob,cat_support,coverage,c2st_auc,tstr_auc,trtr_auc,n_nan_metrics,ctgan_lost_support,status,error,run_ts,sampled_with_replacement,effective_pool_size
adult,tvae,fixed,0.0,0,0,2000,18.5641,48.7,True,0.0846038796750605,0.6360754703755883,0.1838945831389953,0.0296540906578219,0.1407003919218437,0.8969072164948454,0.8765,1.0,0.8390859204032224,0.8976610190471932,0,,ok,,2026-07-20T20:24:07.444415+00:00,False,20000
adult,tvae,fixed,0.15,1,7,2000,20.3022,49.65,False,0.098516723110995,0.6198586299539258,0.1997089112602429,0.0473383084577114,0.1314252988700894,0.7216494845360825,0.84825,0.9999774887331108,0.8439433106793022,0.8996095743036177,0,,ok,,2026-07-20T20:24:07.444415+00:00,False,20000
adult,tvae,fixed,0.15,1,8,2000,17.391,49.64,False,0.1015312658577817,0.636776041542961,0.1957649515820282,0.051985454671089,0.1591035128746186,0.6907216494845361,0.83575,0.999999249624437,0.8563772830452221,0.8996095743036177,0,,ok,,2026-07-20T20:24:07.444415+00:00,False,20000
adult,tvae,fixed,0.5,1,0,2000,18.4542,48.7,True,0.0873697758764682,0.6086859797845534,0.1904451627269034,0.0387055002763958,0.1708371912551281,0.9175257731958762,0.87,0.9999336373252112,0.8080723884343936,0.8996095743036177,0,,ok,,2026-07-20T20:24:07.444415+00:00,False,20000
adult,tvae,fixed,0.5,1,1,2000,17.6423,49.21,False,0.078282578545382,0.5985919581383216,0.1951550222301857,0.0298355099502487,0.1595401224353107,0.9381443298969072,0.83575,0.9997366181773976,0.8381335738562106,0.8996095743036177,0,,ok,,2026-07-20T20:24:07.444415+00:00,False,20000
adult,tvae,fixed,0.5,1,2,2000,26.0783,50.1,False,0.0739271360631081,0.6139686430513884,0.1929854973951364,0.0433076630735212,0.123574469399831,0.845360824742268,0.8745,0.999969993977488,0.8171231719017807,0.8996095743036177,0,,ok,,2026-07-20T20:24:07.444415+00:00,False,20000
adult,tvae,fixed,0.5,1,3,2000,16.4648,49.72,False,0.0847188453003021,0.6347400831760064,0.197513011338642,0.0475894485903814,0.108411189776831,0.865979381443299,0.87525,1.0,0.8538098057961783,0.8996095743036177,0,,ok,,2026-07-20T20:24:07.444415+00:00,False,20000
adult,tvae,fixed,0.5,1,4,2000,17.6359,49.71,False,0.0967409934126597,0.6581045004856073,0.1993972985315874,0.0561300787728026,0.1240496567048848,0.845360824742268,0.87175,0.9999804902353628,0.8448294706000908,0.8996095743036177,0,,ok,,2026-07-20T20:24:07.444415+00:00,False,20000
adult,tvae,fixed,0.5,1,5,2000,23.995,49.71,False,0.0973339999665348,0.684424044723769,0.2024822599310713,0.0615065989496959,0.1464683416170519,0.8350515463917526,0.88725,0.9998756210316846,0.8494628950364684,0.8996095743036177,0,,ok,,2026-07-20T20:24:07.444415+00:00,False,20000
adult,tvae,fixed,0.15,1,6,2000,16.9945,49.66,False,0.0910503159058699,0.6231247166328041,0.1959836337016207,0.0467871061359867,0.1251532283703791,0.7216494845360825,0.8395,0.9999992496244372,0.8423713209381966,0.8996095743036177,0,,ok,,2026-07-20T20:24:07.444415+00:00,False,20000
