dataset,synth,regime,alpha,seed,generation,n,wallclock_sec,peak_mem_mb,gen0_shared,mean_shift,var_ratio,w1,tv_cat,corr_frob,cat_support,coverage,c2st_auc,tstr_auc,trtr_auc,n_nan_metrics,ctgan_lost_support,status,error,run_ts
credit-g,gaussian_copula,fresh,1.0,1,12,2000,2.3754,24.21,False,0.0456243889385982,0.98702508225234,0.0777162647926407,0.0442692307692307,0.1498890738814784,1.0,0.93,0.5914918847643286,0.695952380952381,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fixed,0.0,2,6,2000,2.5886,24.21,False,0.0774655774748366,0.9144849892202386,0.1014225726290853,0.0575384615384615,0.2222094280908446,1.0,0.915,0.722029832744914,0.5783333333333334,0.804404761904762,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fixed,0.0,2,8,2000,3.6263,24.21,False,0.0654287423417172,0.9494231749539166,0.0944386021040894,0.050076923076923,0.2230605794653728,1.0,0.955,0.7543377639167348,0.5766666666666667,0.804404761904762,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fixed,0.0,2,9,2000,2.879,24.21,False,0.0742633877653478,0.9010997528707532,0.095883577760368,0.05,0.2495283520191135,1.0,0.89,0.8052725967629065,0.5519047619047619,0.804404761904762,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fixed,0.0,2,10,2000,2.9818,24.21,False,0.0613310272819681,0.893634066409733,0.0935085151774935,0.059076923076923,0.2691465360207288,1.0,0.935,0.7629975405649274,0.5171428571428571,0.804404761904762,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fixed,0.0,2,11,2000,2.453,24.21,False,0.0545142065691656,0.9175937171925942,0.0885191016160689,0.061076923076923,0.2677054562982073,1.0,0.91,0.7443695138059138,0.5773809523809524,0.804404761904762,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fixed,0.0,2,12,2000,3.2546,24.21,False,0.0514469482946178,0.879294931281204,0.0902518375955205,0.0679230769230769,0.2795562444568047,1.0,0.915,0.7883333220824866,0.5817857142857142,0.804404761904762,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fixed,0.01,2,0,2000,4.0503,23.75,True,0.0542425229102352,0.953392825610954,0.0900164304951048,0.044076923076923,0.1321453790199717,1.0,0.925,0.5052890229989807,0.6220238095238095,0.804404761904762,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fixed,0.0,2,7,2000,3.6962,24.21,False,0.079060557045504,0.907778647999808,0.1018059366089092,0.0501153846153846,0.234410986838616,1.0,0.91,0.7745622858120074,0.58,0.804404761904762,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,1.0,1,11,2000,3.6829,24.21,False,0.045015037019678,0.9475158629773692,0.0781021670686181,0.0359615384615384,0.143286221902843,1.0,0.925,0.5251411418709259,0.6978571428571428,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,1.0,1,10,2000,3.805,24.21,False,0.0659522835329179,0.9323642528779352,0.0972401148170776,0.0422692307692307,0.1387895578710254,1.0,0.945,0.4744926430713911,0.6147619047619048,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,1.0,1,9,2000,3.2801,24.21,False,0.0605646184034896,0.941866541393054,0.0978192679811064,0.045,0.1423492700496956,1.0,0.935,0.5791002022902223,0.5521428571428572,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.75,1,7,2000,3.0497,24.21,False,0.0415430520394898,0.9887247607518792,0.0875022123013269,0.0355384615384615,0.1222151640076263,1.0,0.955,0.5619668505055007,0.6873809523809523,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.75,1,8,2000,4.2257,24.21,False,0.0499666063659965,0.9664062408370312,0.0840941763959994,0.0432307692307692,0.1375881153204895,1.0,0.91,0.5583828933127218,0.6226190476190476,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.75,1,9,2000,3.3401,24.21,False,0.059884901853757,0.9278276971503978,0.0866539846561494,0.0453846153846153,0.1443680143140896,1.0,0.965,0.5717849018138615,0.688452380952381,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.75,1,10,2000,3.6534,24.21,False,0.0640675386451366,0.9043068665452444,0.0951048542068825,0.0479615384615384,0.1361926547157538,1.0,0.925,0.5689080603315398,0.5848809523809523,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.75,1,11,2000,3.2361,24.21,False,0.0548566263897129,0.9496937365384744,0.0909597782561631,0.0383461538461538,0.1417929393026792,1.0,0.925,0.5568111500390404,0.6159523809523809,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.75,1,12,2000,2.1573,24.21,False,0.0584023407990731,0.946667192437054,0.0903888025967044,0.0447307692307692,0.1505388544768022,1.0,0.93,0.5912297400379379,0.6660714285714286,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,1.0,1,0,2000,6.2563,23.75,True,0.0575423782055482,0.9348739697735906,0.0933394481654824,0.0386538461538461,0.1577329062438912,1.0,0.93,0.552794597793484,0.6910714285714286,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,1.0,1,1,2000,2.8115,23.98,False,0.0523687772763398,0.9656850852601778,0.0884906831954719,0.0424230769230769,0.1419836865687997,1.0,0.92,0.5641287006847265,0.6942857142857143,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,1.0,1,2,2000,3.6909,24.21,False,0.0524367919952653,0.96916526461475,0.0904490738159336,0.0448076923076923,0.1355003148202986,1.0,0.945,0.5960473525632805,0.6411904761904762,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,1.0,1,3,2000,3.9674,24.21,False,0.0494917041906284,0.9652485718468676,0.0774767466233045,0.040576923076923,0.1435552151008245,1.0,0.95,0.5694812909671452,0.6817857142857142,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,1.0,1,4,2000,2.4983,24.21,False,0.0540130463263603,0.9652766699016612,0.0840494633722037,0.0436923076923077,0.1327066144835023,1.0,0.92,0.5837659283861111,0.689047619047619,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,1.0,1,5,2000,2.6086,24.21,False,0.0618180126791206,0.9956340048632606,0.0855429353898902,0.0409230769230769,0.1429449117072896,1.0,0.94,0.5594967271287165,0.6564285714285715,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,1.0,1,6,2000,2.5269,24.21,False,0.0581193992667082,0.9078323022065032,0.0937393227703964,0.0443461538461538,0.1312632592882597,1.0,0.915,0.5608693304171138,0.6758333333333333,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,1.0,1,7,2000,3.1575,24.21,False,0.0488150127542782,0.9270842621037196,0.0752715488293692,0.0424999999999999,0.1530459988199422,1.0,0.915,0.5495026000706553,0.6221428571428571,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,1.0,1,8,2000,3.935,24.21,False,0.068077294177874,0.9355904097736258,0.0959292835402342,0.0381538461538461,0.1285040743396442,1.0,0.93,0.6434353560105398,0.6028571428571429,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.2,1,9,2000,3.0531,24.21,False,0.0674823869118403,0.9153394836195996,0.0910780694612446,0.0429230769230769,0.160973931212823,1.0,0.925,0.6526053585532311,0.6483333333333334,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fixed,0.01,2,1,2000,2.6817,23.98,False,0.0679458511804488,0.9548356408249956,0.104841234191527,0.0501923076923076,0.1493486033986006,1.0,0.925,0.6634950530027385,0.6592857142857143,0.804404761904762,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.2,1,8,2000,3.5171,24.21,False,0.0625885857787621,0.9266645178960212,0.0995690408904825,0.0447307692307692,0.1570991935156938,1.0,0.945,0.652124947402292,0.6361904761904762,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.2,1,6,2000,3.217,24.21,False,0.0564637495910791,0.923725512731278,0.0953894503434906,0.043076923076923,0.1509768623508212,1.0,0.95,0.6372248886728727,0.6386904761904761,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.01,1,7,2000,3.4714,24.21,False,0.0713280996275876,0.9092651613337458,0.1255077480215504,0.0605384615384615,0.1946087748206476,1.0,0.925,0.6489257691641296,0.5229761904761905,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.01,1,8,2000,3.5478,24.21,False,0.0563131013692157,0.9257001666045443,0.1068266334644254,0.065076923076923,0.2170730830682922,1.0,0.915,0.7542275056197979,0.5205952380952381,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.01,1,9,2000,3.9357,24.21,False,0.0803691569908199,0.9198586852701892,0.1364124426902684,0.0657307692307692,0.2310542499616055,1.0,0.9,0.7265965513904922,0.49,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.01,1,10,2000,4.2313,24.21,False,0.0580083912592121,0.8778350034470662,0.1212104441924712,0.0640384615384615,0.2236912811842621,1.0,0.905,0.7003832038360885,0.5184523809523811,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.01,1,11,2000,4.4918,24.21,False,0.0634279458454351,0.9080707221052978,0.1234259495911226,0.0610384615384615,0.2333998881703434,1.0,0.945,0.7297119108212894,0.5715476190476191,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.01,1,12,2000,4.9719,24.21,False,0.0792448204198744,0.9256682684306756,0.1309027283453391,0.0643461538461538,0.2516576775965465,1.0,0.935,0.7466208082158182,0.5453571428571428,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.01,1,6,2000,3.5625,24.21,False,0.0497175653763468,0.9156295698375064,0.1018193222185007,0.0546153846153846,0.2315058770334574,1.0,0.915,0.6838399589569115,0.5657142857142857,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.02,1,0,2000,6.2563,23.75,True,0.0575423782055482,0.9348739697735906,0.0933394481654824,0.0386538461538461,0.1577329062438912,1.0,0.93,0.552794597793484,0.6910714285714286,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.02,1,2,2000,3.3355,24.21,False,0.0482279673098229,0.9572058932659064,0.0923492839595028,0.0428846153846153,0.1755591412703678,1.0,0.9,0.6416054058067869,0.6235714285714286,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.02,1,3,2000,4.0816,24.21,False,0.057373570917796,0.9431056736140074,0.1000145132467029,0.0428846153846153,0.1859125833600172,1.0,0.915,0.6914489065302164,0.6111904761904762,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.02,1,4,2000,4.4498,24.21,False,0.0780682627945444,0.9340288427132392,0.1106446489577587,0.0463461538461538,0.197534932032533,1.0,0.94,0.6736264403896394,0.6375000000000001,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.02,1,5,2000,5.6221,24.21,False,0.0889931710352662,0.9182030307085156,0.1187334064500025,0.0455384615384615,0.2315408663119221,1.0,0.93,0.6853115696956196,0.5001190476190476,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.02,1,6,2000,4.3756,24.21,False,0.1009725884077862,0.934757615138649,0.1209344623986992,0.0383461538461538,0.2210435503237747,1.0,0.905,0.6749191626669907,0.595,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.02,1,7,2000,3.3527,24.21,False,0.1204789993464896,0.9219347587357846,0.1425159739766207,0.0473076923076923,0.2285699380928646,1.0,0.925,0.6852946934256803,0.6125,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.02,1,1,2000,3.704,23.98,False,0.0759628899883579,0.976327819818122,0.1106180202683907,0.0450384615384615,0.1465012285049634,1.0,0.905,0.6538755791373301,0.6347619047619049,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.02,1,8,2000,3.3715,24.21,False,0.1199056524528846,0.9198000031499436,0.1413057796393692,0.0492307692307692,0.2485574734007365,1.0,0.875,0.7137919628452041,0.5378571428571428,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.01,1,5,2000,4.6116,24.21,False,0.0579446325009394,0.902792696626686,0.105455548597758,0.0569230769230769,0.219848718768836,1.0,0.95,0.6952438170972366,0.5455952380952381,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.01,1,3,2000,3.7798,24.21,False,0.0415060547761897,0.959123211703232,0.094909323333581,0.0509615384615384,0.1755989476023876,1.0,0.92,0.6831289054501352,0.5798809523809525,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.0,1,2,2000,3.8806,24.21,False,0.074570674142678,0.962386908344842,0.1002228259639054,0.0448076923076923,0.1950204316787369,1.0,0.93,0.6120516818890621,0.6366666666666667,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.0,1,3,2000,3.0581,24.21,False,0.0736396072511766,0.9229874837426544,0.1045084814332911,0.0443846153846153,0.19502772207202,1.0,0.925,0.6103033003233493,0.5138095238095238,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.0,1,4,2000,4.1553,24.21,False,0.0974630981723763,0.8981811974190678,0.1282495601544016,0.0498461538461538,0.2068694010719813,1.0,0.945,0.7030912826190171,0.5542857142857145,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.0,1,5,2000,2.5903,24.21,False,0.0829001615622534,0.9232804824055804,0.114540347306768,0.0570384615384615,0.2483360357208186,1.0,0.94,0.6892876188933217,0.6158333333333333,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.0,1,6,2000,5.5553,24.21,False,0.099288124938554,0.9054336999679672,0.1239768930890753,0.0564615384615384,0.2626492160974836,1.0,0.96,0.7670669717896272,0.6163095238095239,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.0,1,7,2000,5.059,24.21,False,0.1214435621273992,0.8928127980378308,0.1412658645859161,0.0601538461538461,0.2538343156698361,1.0,0.92,0.7557452448296734,0.5891666666666666,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.01,1,4,2000,3.9421,24.21,False,0.053950735417273,0.9530650606937956,0.1049078520498626,0.0514230769230769,0.1865372636144869,1.0,0.95,0.7154402118759435,0.5553571428571429,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.0,1,8,2000,4.3964,24.21,False,0.1142582577141383,0.9221813253487964,0.1410197501556511,0.0544615384615384,0.2515105715406497,1.0,0.905,0.7207753633460917,0.5695238095238097,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.0,1,10,2000,4.9747,24.21,False,0.0946967985531326,0.9009162503183764,0.1285099794402975,0.0544230769230769,0.2459601109473732,0.9814814814814816,0.895,0.7611906545967583,0.544404761904762,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.0,1,11,2000,3.2462,24.21,False,0.0935644004704773,0.9051183049014856,0.1285180932174341,0.0550384615384615,0.2481358234395582,1.0,0.915,0.7120885846659961,0.5767857142857143,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.0,1,12,2000,4.4563,24.21,False,0.1083575506919673,0.8586143426527316,0.1369462701143241,0.0559615384615384,0.2376650208132112,1.0,0.955,0.7348096694276244,0.5752380952380952,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.01,1,0,2000,6.2563,23.75,True,0.0575423782055482,0.9348739697735906,0.0933394481654824,0.0386538461538461,0.1577329062438912,1.0,0.93,0.552794597793484,0.6910714285714286,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.01,1,1,2000,2.4335,23.98,False,0.0640919539935269,0.9160068731335852,0.0980603729478561,0.0468461538461538,0.1383518829590043,1.0,0.94,0.5628691684049225,0.6057142857142856,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.01,1,2,2000,2.9969,24.21,False,0.0668408662727832,0.9332650311657624,0.1028437298058637,0.0484999999999999,0.1421249046399025,1.0,0.96,0.6601265495228515,0.5882142857142857,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.0,1,9,2000,4.6513,24.21,False,0.1051825102088239,0.9226304899322524,0.13927014500435,0.0642307692307692,0.2408635984506057,1.0,0.945,0.7687152208203667,0.6422619047619048,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.02,1,9,2000,2.592,24.21,False,0.0994326758200636,0.9264701962800392,0.13315572507642,0.0524615384615384,0.2471163830769191,1.0,0.945,0.6729165119675256,0.5386904761904762,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.02,1,10,2000,3.9147,24.21,False,0.1241180821664358,0.9184750167051262,0.147220549443688,0.0527307692307692,0.2234933817299706,1.0,0.93,0.7484738226551548,0.5463095238095238,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.02,1,11,2000,3.623,24.21,False,0.0922183332373326,0.9185462722620746,0.1188610894350249,0.0479615384615384,0.2398719954351674,1.0,0.91,0.6722954652337588,0.6146428571428573,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.1,1,5,2000,4.328,24.21,False,0.090468122401192,0.9332228364983178,0.1134060096045327,0.0481153846153846,0.1970168114684559,1.0,0.94,0.6476009819738935,0.5852380952380952,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.1,1,6,2000,3.423,24.21,False,0.0934898504507829,0.91827947898323,0.1133676731436009,0.0489615384615384,0.1822333989024473,1.0,0.93,0.6608730431965005,0.5789285714285713,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.1,1,7,2000,3.1438,24.21,False,0.09466458961621,0.9444735724578092,0.1193590879297656,0.0471538461538461,0.1848656048967498,1.0,0.955,0.5324997581067975,0.6117857142857142,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.1,1,8,2000,4.1929,24.21,False,0.0583228947305591,0.957084003434684,0.0893823877452607,0.0489230769230769,0.1976548660319213,1.0,0.935,0.6523904673826705,0.5644047619047619,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.1,1,9,2000,3.7383,24.21,False,0.0749948003245331,0.9095307269736764,0.102269698827858,0.0506923076923076,0.2393704079971164,1.0,0.94,0.6262851279558787,0.6146428571428572,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.1,1,10,2000,3.5539,24.21,False,0.0795564745017646,0.9142008520202572,0.1059311462891387,0.0534615384615384,0.1963706980706293,1.0,0.885,0.6418529244325635,0.6446428571428571,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.1,1,4,2000,3.0309,24.21,False,0.0707856362064605,0.9409499004307688,0.1054986078870061,0.0489615384615384,0.179169522252764,1.0,0.935,0.6440097117308078,0.6308333333333334,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.1,1,11,2000,5.2883,24.21,False,0.0794477341063208,0.933121212374004,0.0963038508214611,0.0471538461538461,0.1969112398242648,1.0,0.955,0.5539866249935308,0.6070238095238095,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.2,1,0,2000,6.2563,23.75,True,0.0575423782055482,0.9348739697735906,0.0933394481654824,0.0386538461538461,0.1577329062438912,1.0,0.93,0.552794597793484,0.6910714285714286,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.2,1,1,2000,10.081,23.98,False,0.0463484298530022,0.93576995028064,0.0921604693199015,0.0354230769230769,0.1630742176835238,1.0,0.92,0.552981361847479,0.6782142857142857,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.2,1,2,2000,4.6432,24.21,False,0.0418917917449289,0.96712994096626,0.0883374971042641,0.0402692307692307,0.1710148007608858,1.0,0.93,0.5676738424566449,0.5933333333333333,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.2,1,3,2000,3.8453,24.21,False,0.0563718384103754,0.9452076700678854,0.0852945161994172,0.0401538461538461,0.1516480328036845,1.0,0.94,0.5388885513634901,0.6757142857142857,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.2,1,4,2000,2.526,24.21,False,0.0673647840407794,0.9299235717376312,0.0911654853507796,0.0441538461538461,0.1599200361891408,1.0,0.94,0.5890437005384656,0.6828571428571428,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.2,1,5,2000,3.2231,24.21,False,0.0560967984952321,0.9372322797730024,0.0961293165498804,0.0439615384615384,0.1874431367081392,1.0,0.925,0.6408538492521562,0.6194047619047619,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.1,1,12,2000,9.0615,24.21,False,0.0786745344389931,0.9096627697029644,0.1024896455568588,0.0486538461538461,0.1999625263055676,1.0,0.925,0.6621055734444017,0.6242857142857143,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.1,1,3,2000,2.9734,24.21,False,0.0768648211990544,0.9327166949916929,0.1108153681725331,0.0540384615384615,0.1795403548131557,1.0,0.93,0.6902518164491879,0.5673809523809524,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.1,1,2,2000,4.7212,24.21,False,0.0726474799388493,0.9503484302062324,0.1065991247446363,0.0463461538461538,0.1812788896448742,1.0,0.935,0.6727702509613848,0.6255952380952381,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.1,1,1,2000,2.7207,23.98,False,0.0712879607467514,0.9408767492186584,0.1020515883516912,0.0468846153846153,0.1661449874692646,1.0,0.93,0.591193737328734,0.6791666666666667,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.02,1,12,2000,3.4705,24.21,False,0.0982094931845918,0.8979337879149513,0.1276653638667274,0.052,0.2552470168163017,1.0,0.915,0.7031407863441723,0.5886904761904761,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.05,1,0,2000,6.2563,23.75,True,0.0575423782055482,0.9348739697735906,0.0933394481654824,0.0386538461538461,0.1577329062438912,1.0,0.93,0.552794597793484,0.6910714285714286,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.05,1,1,2000,2.4794,23.98,False,0.0389383219329489,0.9399359547242544,0.0848305287607638,0.0433076923076923,0.1553539570986311,1.0,0.94,0.5973181356897106,0.705,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.05,1,2,2000,2.4036,24.21,False,0.0558775382561845,0.9101955739501112,0.0952351412217049,0.0412307692307692,0.2095923984077273,1.0,0.94,0.5914316927348783,0.5975,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.05,1,3,2000,3.8265,24.21,False,0.0640308378217204,0.8875301295933566,0.1018455694027312,0.0494999999999999,0.2049398265047841,1.0,0.91,0.6317935424640705,0.6428571428571429,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.05,1,4,2000,3.0243,24.21,False,0.0490180681938855,0.9233034128998204,0.0831755998488163,0.0438846153846154,0.2065814804383506,1.0,0.93,0.6435833046436744,0.6464285714285714,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.05,1,5,2000,2.7099,24.21,False,0.05480895807867,0.8807053120362863,0.095797724323773,0.0436153846153846,0.2145291685404365,1.0,0.94,0.6642038563401895,0.5692857142857143,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.05,1,6,2000,2.5845,24.21,False,0.0507849994811736,0.881889161675179,0.0981853322607668,0.0473461538461538,0.2209627664104108,1.0,0.92,0.573848307085108,0.6488095238095238,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.05,1,7,2000,3.1705,24.21,False,0.0663156800010245,0.8833210119373867,0.1027844442951597,0.047076923076923,0.2233398518779042,1.0,0.895,0.6356075794703552,0.5246428571428572,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.05,1,8,2000,3.145,24.21,False,0.057428157043902,0.8912465808624831,0.0973893444413806,0.049076923076923,0.2180126305521299,1.0,0.92,0.6463881407075882,0.6388095238095238,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.05,1,9,2000,4.0262,24.21,False,0.058104958095485,0.9175414870246807,0.0881757898551938,0.0508846153846153,0.244789544553466,1.0,0.93,0.710993877289266,0.545595238095238,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.05,1,10,2000,3.4517,24.21,False,0.0585924147425803,0.9318286233128144,0.0928351388621254,0.0485,0.2411112332967943,1.0,0.965,0.6882435403264097,0.6166666666666666,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
credit-g,gaussian_copula,fresh,0.05,1,11,2000,3.0682,24.21,False,0.0678210260280966,0.9023700776532152,0.1012376038457563,0.0470384615384615,0.2493075841005982,1.0,0.925,0.6450807923296228,0.5780952380952381,0.7975,0,,ok,,2026-07-20T16:41:33.067887+00:00
